,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
741,Imagine Dragons,Enemy - From the series Arcane League of Legends,3Ka8XtliTKJJ9A5cW2QnVP,6,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,173381,4
742,Time Shard,Magnetic Storm - 2022 Remaster,7wE5siwy2p4BEWn4SMmM0q,0,0.576,0.96,2,-8.712,1,0.0466,6.16e-05,0.928,0.593,0.741,153.983,417680,4
743,Imagine Dragons,Bad Liar,4DwvcPnLLHKiF85K27XyEZ,0,0.307,0.637,3,-6.993,1,0.0569,0.0732,0.0,0.368,0.0805,88.693,260773,4
744,Sexy Chillout Music Cafe,Housewarming Party Mix 2022,6eWwHqhlEcHgW45OS0F84X,0,0.635,0.347,8,-16.422,0,0.0374,0.18,0.786,0.112,0.0649,114.975,306783,4
745,Lil Baby,Ready,6oyD67BfDhVPNCRWgLAIzt,0,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.128,76.984,213287,4
746,William Right,I Need You (Duet 2022),5KfrnvfrfySrXDgT4rS0nY,0,0.591,0.328,0,-9.948,1,0.03,0.537,0.0,0.129,0.336,111.796,180261,4
747,Imagine Dragons,It's Time,5Ur8LY4L0uRWF8dgDvYxRe,7,0.656,0.884,2,-4.748,1,0.0372,0.016,0.0,0.144,0.858,105.009,240307,4
748,SARDONIC WITCHERY,Rising Hell - 2022 Version,7jr9wcDSbw7Q61ZMu63EWe,0,0.216,0.973,11,-4.965,1,0.12,2.44e-05,0.0,0.166,0.0545,119.115,359125,3
749,Imagine Dragons,Walking The Wire,6JBwYZhHEg7g7fbH4AGEOP,6,0.373,0.775,4,-5.306,1,0.0431,0.0114,2.34e-06,0.122,0.128,99.366,232907,4
750,Dean Warren,Summer Evening - 2022 Remastered Version,0pE0VqACPLQYr1YYasjAGr,0,0.734,0.498,2,-12.637,1,0.0572,0.83,0.886,0.691,0.287,130.065,200510,4
751,Imagine Dragons,Bones,4jBnTQTzd2IPJtXzHrFrr3,6,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4
752,Dean Warren,Won't Forget - 2022 Remastered Version,7EJsz5KM50ecoDtOoyW1P2,0,0.512,0.761,4,-9.13,1,0.055,0.0951,0.00289,0.266,0.464,114.064,271842,4
753,Imagine Dragons,Believer,3fxxAOF3hkEWUAHzp5CFUJ,1,0.766,0.775,10,-4.267,0,0.141,0.0504,0.0,0.128,0.695,124.751,204347,4
754,SARDONIC WITCHERY,Freezing Darkness - 2022 Version,6LF3NQNhgXRKzLhW1UAmdj,0,0.34,0.992,9,-3.652,0,0.0712,5.06e-05,0.375,0.322,0.037,159.953,256652,4
755,Imagine Dragons,Thunder,0Z0Pfxlk1fn0ExLVJCnOMY,1,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,187147,4
756,SARDONIC WITCHERY,Infernal Kingdom - 2022 Version,6R0DkocY4fXn29OqSl1hkK,0,0.272,0.98,11,-1.448,1,0.092,0.0524,0.0741,0.655,0.0356,80.007,340750,4
757,SARDONIC WITCHERY,Luxuria Total - 2022 Version,7j0m03baV8M3vGQ3tWFuKq,0,0.383,0.983,1,-3.297,1,0.0627,5.55e-05,0.36,0.174,0.0377,85.055,354218,4
758,Ferreck James,Years,70lw3UVIT1z8KoR3sa3g32,0,0.594,0.845,9,-5.88,0,0.0536,0.00311,0.000982,0.0639,0.523,122.044,238033,4
759,Imagine Dragons,Enemy - from the series Arcane League of Legends,7jGn4vABgmqNbMVh3Pnylp,2,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
760,Jhordan Welsch,Yearning,4oJs1GverLtyCqNPmQRZfZ,0,0.755,0.527,1,-10.06,0,0.0436,0.00175,0.881,0.173,0.152,120.009,458000,4
761,Imagine Dragons,On Top Of The World,3F44dQhDUYsVEqjn883kfP,1,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83,192800,4
762,Dan Barker,Sandman - 2022 Remastered Version,7q45chgcWwFsYP1bJWzzuX,0,0.747,0.393,6,-13.21,0,0.24,0.206,0.886,0.0785,0.607,169.984,133146,4
763,SARDONIC WITCHERY,Magic Ritual - 2022 Version,5LzKNsw373N8gMzF7EsZp3,0,0.291,0.996,2,-2.975,1,0.12,4.84e-05,0.467,0.204,0.0374,165.028,331103,4
764,Dan Barker,Prosperity - 2022 Remastered Version,5wfugaSJD3yUGHo4arFuLM,0,0.76,0.474,0,-9.981,1,0.0547,0.385,0.573,0.0828,0.62,99.988,346149,4
765,Takahiro Aoki,Heavenly - 2022 Update Edit,35zTDa1nqImCcRv276cchy,0,0.424,0.993,8,-2.948,1,0.16,0.000318,0.798,0.34,0.605,174.026,224154,4
766,Dan Barker,Lost - 2022 Remastered Version,7fHjI1hxKbbHEpQmpENiBN,0,0.685,0.228,6,-15.064,0,0.0459,0.242,0.66,0.121,0.164,81.977,182256,4
767,The Space Brothers,Forgiven (Vocal Mix) - 2022 Remaster,7ud9Cfqm0e1naGL8YGbfN8,3,0.495,0.967,9,-4.337,0,0.0298,0.00512,0.00143,0.331,0.254,134.862,261207,4
768,gbaby412,10 Years,6oBVRhJaHmSB4lnGCs7VDF,0,0.727,0.353,6,-12.342,1,0.278,0.642,5.49e-05,0.339,0.331,98.021,82244,4
769,Yarik 555 Max,New Year,0TyZmVhwR9Ndf8XfKisuHe,0,0.796,0.764,0,-10.763,1,0.0991,0.000276,0.858,0.0624,0.112,128.012,120346,4
770,Time Shard,X-Ray Ears - 2022 Remaster,279cmYtlly125lcqu9hb4G,0,0.629,0.854,11,-8.752,1,0.0473,0.0927,0.824,0.139,0.46,150.799,389907,4
771,ZP,Year Round,4pWdxcT1mvxWlFQqudwqUo,0,0.738,0.339,5,-17.878,1,0.567,0.107,0.0,0.25,0.741,88.477,270473,4
772,Gym Workout Downtown,Motivation in 2022,77pUyPf2F9K1OqEmDKvFU2,0,0.698,0.42,7,-14.457,1,0.062,0.000148,0.792,0.104,0.138,138.932,167500,4
773,New Year 2022,Galaxy,6ZtLCXfmrInWZ85q9DXNz2,0,0.726,0.639,7,-10.328,1,0.0534,0.0631,0.918,0.183,0.312,122.005,157514,4
774,Meenu Muradya,Happy New Year 2022 Gayi Rae Purani Nai Lag Gi Maja M Rijyo Dosti Mhara,6l1n4dLEQJSA6DUCf3jZ3W,0,0.65,0.885,1,-3.283,0,0.0398,0.389,2.21e-06,0.397,0.948,79.902,608628,4
775,Imagine Dragons,Demons,5PctSrOKiUvOAnOrkUHysT,4,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,177507,4
776,Adam Melchor,Light Year,3KNQwQpL0arVw85PB30hHm,0,0.395,0.495,3,-9.087,1,0.0329,0.496,0.0378,0.12,0.517,168.01,188044,4
777,VaVa,夢のまた夢 feat. tofubeats,2qzV8U4qIdaRjlq68eC8dt,53,0.779,0.617,10,-8.115,1,0.0809,0.167,0.0,0.0598,0.795,144.037,216401,4
778,Kep1er,THE GIRLS (Can’t turn me down),5bZ8iEjZ0iLq6Hr6GPWsUR,65,0.624,0.878,8,-2.19,1,0.0594,0.0277,0.0,0.167,0.265,171.911,238133,4
779,SARDONIC WITCHERY,Die for Satan - 2022 Version,44xjLq7NhDw44BzRz6QVku,0,0.287,0.997,10,-1.467,1,0.0943,0.0346,0.762,0.14,0.0384,159.959,363500,4
780,SARDONIC WITCHERY,Dance Witches Cult - 2022 Version,2cdtK68HnWlhygqolrONvE,0,0.323,0.874,0,-3.274,1,0.0398,3.48e-05,0.652,0.376,0.139,80.063,316260,4
781,Macaroni Empitsu,好きだった (はずだった),2ZwuYASDCCauXmgs1xpho2,53,0.595,0.745,1,-4.415,1,0.031,0.194,0.0,0.146,0.582,92.019,215485,4
782,Dark Fog,Endless Flows (2022 Remastered Version),3Vq1xfzkNZhCRYPFdfnvX1,0,0.199,0.219,11,-24.782,0,0.0514,0.984,0.847,0.104,0.0333,74.724,82000,4
783,Hikaru Utada,One Last Kiss,6DaKMsQDmHMJbKYyU7AUFA,57,0.597,0.542,8,-10.703,0,0.0563,0.698,0.00264,0.0986,0.397,111.985,249904,4
784,Lukas Graham,7 Years,0pWRu5tfMnE2LN9cJPKFvr,0,0.765,0.473,10,-5.829,1,0.0518,0.286,0.0,0.391,0.341,120.007,237300,4
785,sakanaction,ショック!,5JptX8WFwejyeb6OuKL7wG,52,0.609,0.959,11,-4.127,0,0.0875,0.0702,0.561,0.192,0.845,136.005,308947,4
786,J Balvin,Bonita,1N72ulf0x8P3CsJLTFWHS7,12,0.774,0.873,5,-1.587,0,0.0418,0.0153,0.00506,0.293,0.845,96.033,265933,4
787,Jaymes Young,Happiest Year,3OYNDrkdYFv06Dek5iNlst,3,0.502,0.168,1,-14.061,1,0.0486,0.885,0.0,0.111,0.355,112.881,228443,3
788,J Balvin,UN DIA (ONE DAY),3zQQ0E1SlZU0O9DY07zB8k,10,0.58,0.695,6,-8.244,0,0.0671,0.00638,0.0,0.174,0.402,168.124,232147,4
789,Ferreck James,1000 Years,0tF6eCvUgYkp9wj7nwUIN9,0,0.594,0.845,9,-5.88,0,0.0536,0.00311,0.000982,0.0639,0.523,122.044,238033,4
790,J Balvin,In Da Getto,1kL0cnBhx9yXMEdySIf0Z7,8,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4
791,SARDONIC WITCHERY,Black Fucking Metal - 2022 Version,6tMVKinDJscKFaPv6JHsIJ,0,0.204,0.98,5,-3.376,1,0.0724,3.66e-05,0.0,0.127,0.183,160.03,263000,4
792,Smek T,100 Years,0ANR93LVJJ4QK6IKU5NtqP,0,0.686,0.401,11,-17.835,0,0.043,0.0659,0.76,0.342,0.351,109.924,61091,4
793,J Balvin,Tranquila,7AuxHFbca1KNpHvra9BqeT,9,0.72,0.669,4,-6.244,0,0.207,0.0334,0.0,0.147,0.668,175.934,199947,4
794,Chris deLaCour,Beauty Fades - 2022 Remastered Version,4RmcZmLkMbdZBriPndVxYc,0,0.362,0.35,1,-11.951,1,0.0293,0.307,0.104,0.108,0.137,135.482,276595,4
795,Chris deLaCour,The Rose - 2022 Remastered Version,7BXUIwSH8WUKPS5YpnefRD,0,0.507,0.307,4,-10.888,0,0.0329,0.416,0.0,0.111,0.0395,138.153,233847,4
796,J Balvin,Safari,0DFd8CoOe5GqkTLE0zkI2L,5,0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.077,205600,4
797,Dan Barker,True Love - 2022 Remastered Version,3Oph7q1xVJPOesfVXQhSzW,0,0.757,0.671,9,-8.478,0,0.0799,0.13,0.52,0.764,0.308,99.991,196023,4
798,J Balvin,LA CANCIÓN,3AlSb3dvt1XxxdmKHQ28FA,5,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,242573,4
799,Dan Barker,Skye Blue - 2022 Remastered Version,6rQ7mxwYNNrXqBDkRQqyLN,0,0.585,0.259,9,-11.558,1,0.0417,0.617,0.916,0.1,0.0744,150.018,176797,4
800,J Balvin,QUE PRETENDES,0loPNsJNkZzNaIj4FhuMkd,7,0.639,0.791,10,-4.443,0,0.254,0.0275,0.0,0.362,0.933,92.603,222347,4
801,Takahiro Aoki,Sunny Day - 2022 Update Edit,4dTr8ScL0EAdWLAwX1kDgG,0,0.358,0.982,0,-3.739,0,0.0392,0.000171,0.00174,0.062,0.195,174.01,195916,4
802,New Year 2022,Hold On,6tO4xMwcUSyOqvIY5A2fxQ,1,0.665,0.624,0,-10.122,1,0.0579,0.799,0.921,0.141,0.241,118.106,158418,4
803,J Balvin,Poblado - Remix,4iyCZ4QA2QkY3dpYiIhxFF,5,0.813,0.81,3,-5.382,0,0.0809,0.112,1.59e-06,0.377,0.632,93.005,392867,4
804,The Space Brothers,Forgiven (Extended Vocal Mix) - 2022 Remaster,2BTOIRwq7HzrjASCbelUOY,3,0.53,0.939,9,-4.507,0,0.0313,0.00327,0.0574,0.419,0.259,134.849,432521,4
805,J Balvin,Bobo,6y4zCXavWFDXy5I5nWPdvC,3,0.799,0.896,10,-2.67,1,0.0937,0.107,5.11e-05,0.13,0.771,89.031,209600,4
806,New Year 2022,Terror,5mYVWAO0SShtxVMtDZrRYX,0,0.823,0.706,5,-11.274,1,0.0536,0.00262,0.803,0.204,0.424,123.945,150976,4
807,J Balvin,Azul,1fEaxMzb18bXSPJcYcqSr6,6,0.842,0.828,6,-2.495,0,0.0696,0.101,0.00179,0.0579,0.653,94.015,206373,4
808,New Year 2022,New York,4WjRdopPXB766Z6uceH7KC,0,0.777,0.808,7,-10.885,0,0.125,0.443,0.883,0.11,0.39,123.032,174000,4
809,J Balvin,Si Tu Novio Te Deja Sola,7q4pMXG1nutYS5gUiSbPB1,4,0.717,0.46,3,-9.498,0,0.0711,0.521,0.0,0.0981,0.52,121.929,243560,4
810,New Year 2022,Yellow Pink,25xaybaFbzI2ejbirrTXib,0,0.579,0.709,10,-12.119,0,0.0368,0.0371,0.809,0.069,0.373,125.014,154154,4
811,J Balvin,Ginza,4nYxQTkb4UKTHAMpyAnpJh,3,0.749,0.815,5,-6.381,0,0.083,0.228,0.00117,0.0838,0.866,102.218,171093,4
812,New Year 2022,Ambient House,0Ks90Epgqm9oSMIPnYIhkx,0,0.898,0.516,6,-12.306,0,0.0927,0.0427,0.892,0.141,0.455,120.025,148976,4
813,The Space Brothers,Legacy (Vocal Club Mix) - 2022 Remaster,3dr4SG9q0Vt6Tpg7r1OyC7,7,0.559,0.945,0,-5.296,1,0.0318,0.011,0.0075,0.0983,0.375,134.635,252103,4
814,J Balvin,No Es Justo,4w0On7fX6h7jOpPSBJiaP1,3,0.811,0.812,7,-4.47,1,0.0635,0.151,0.000362,0.152,0.689,87.98,251267,4
815,Dan Barker,Je t'aime - 2022 Remastered Version,28PdG6slj1b1O3lapFhZ20,0,0.801,0.347,0,-10.453,1,0.0689,0.585,0.815,0.115,0.333,127.996,178756,4
816,J Balvin,Sigue,0HduL69QCYCKAfDDHRP7IE,0,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,159387,4
817,J Balvin,Forever My Love,5eczjrjrbZDOwdxWXFyLbL,0,0.622,0.257,0,-9.811,1,0.0293,0.478,0.0,0.0954,0.174,79.924,190893,4
818,Tau Alpha Beta,Happy New Year,3v0rxEhefi2WzM77QUXLTI,0,0.474,0.569,7,-17.025,1,0.077,0.759,0.612,0.0923,0.739,119.651,230000,4
819,J Balvin,Qué Más Pues?,1J5QYIqmTqdp0fE36AV7pH,1,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,217362,4
820,Christina Perri,A Thousand Years,18GJU4cybZ3uQZSaatFhYP,3,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,285120,3
821,J Balvin,Cuando Tú Quieras,2lVPIEibnYj62FnvgZRXwn,0,0.696,0.668,6,-5.063,1,0.199,0.361,0.0038,0.311,0.761,184.332,205120,4
822,Dan Barker,Autumn Skin - 2022 Remastered Version,2V41EsXazMPMcBROlSXVgU,0,0.705,0.485,9,-10.916,0,0.0688,0.15,0.921,0.386,0.678,74.987,173819,4
823,New Year 2022,Glitch,1YHzShntppul5mrt5ZWROO,0,0.71,0.626,7,-13.004,0,0.041,0.382,0.913,0.123,0.488,123.971,186019,4
824,KD Prod,same year.,1S5m6vKU5xK4fom4r3jhzk,0,0.753,0.392,8,-9.788,1,0.0332,0.0352,0.481,0.109,0.275,142.042,72676,4
825,J Balvin,Mi Gente,5ca1SH5H71wUt39Cnn5K9o,2,0.774,0.687,11,-4.818,0,0.0585,0.0179,1.15e-05,0.128,0.309,104.961,189440,4
826,JO YURI,Love Shhh!,00vy9aiFjxMfnKniQAYzrC,67,0.724,0.921,9,-1.489,1,0.0786,0.0709,0.0,0.121,0.748,118.008,199067,4
827,J Balvin,Que Locura,77lkRFoOD3o0GYEOcGE1yt,2,0.789,0.802,0,-5.818,0,0.0577,0.22,3.44e-05,0.189,0.765,112.962,199120,4
828,Stray Kids,Charmer,5PyqnR2KX6a6qwf6l9rgpj,52,0.787,0.765,8,-2.503,0,0.0573,0.0557,1.11e-05,0.0972,0.711,91.006,188573,4
829,Kendrick Lamar,Die Hard,2g6tReTlM2Akp41g0HaeXN,85,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,239027,4
830,Road To Nowhere,In My Eyes - 2022 Ballad Version,4F8XgGsyFywaakdGzoVoAb,1,0.626,0.22,9,-14.432,1,0.0334,0.556,1.41e-05,0.144,0.132,139.438,286028,4
831,NCT DREAM,Glitch Mode,5b1PngLlxc7hj3fJXrE2Zm,71,0.634,0.78,0,-2.323,0,0.0963,0.0164,0.0,0.141,0.694,166.923,207053,4
832,ABBA,Happy New Year,2Jh2JjMUbPgYPf42S0h8cp,1,0.51,0.375,9,-9.194,1,0.0288,0.812,0.0,0.145,0.25,132.555,263693,4
